priority,rule_id,domain,category,executable,immutable,severity,status,trigger_en,trigger_expr,action_en,agronomic_basis,yield_impact,confidence,source_tier,recoverability,source_class,references,review_outcome,reviewer,review_date,review_comment_mr
P3,D12-CLS-002,D12,CLS,no,no,info,PHASE_1_RAW_UNVALIDATED,A machine learning model is proposed for the yellowing problem,,"Keep the decision tree. Every branch has a stated reason, errors are traceable to a branch, and it needs no training data. Later, image recognition can answer two of the five questions automatically â€” but the tree does not change.","A classifier trained on no data cannot outperform a tree built from documented differential diagnosis. The tree is also auditable, which matters when two of the six outcomes involve telling the farmer not to spray.",None. Prevents replacing a working method with an untrained one.,0.85,B,full,DERIVED,Domain 12 why tree not model,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-CLU-002,D12,CLU,no,no,info,PHASE_1_RAW_UNVALIDATED,White grub is confirmed on any farm in the cluster,,Issue a simultaneous alert to all farms in the cluster asking for beetle collection on the same three evenings. Individual action does not work because the beetles fly.,"The source states that integrated management carried out collectively is beneficial for this pest. A single treated field is recolonised from neighbouring untreated ones, so simultaneity is what makes the control work.",Raises the effectiveness of the 0.10 white grub control from partial to substantial.,0.8,A,partial,SRC-D,Agrowon - Mali and Mahajan white grub | Domain 5 cluster alert,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-COLD-001,D12,COLD,no,no,info,PHASE_1_RAW_UNVALIDATED,"A required input is missing â€” calibration, soil test, local weather record",,"Degrade gracefully and say so. Fall back to the table, the safe default or the regional forecast, mark the confidence lower, and tell the user what is missing and what would improve it.","Season one has zero field data, incomplete calibration and no soil test. A system that refuses to operate without them delivers nothing in the season where the largest decisions are made.",Determines whether the advisory functions at all in the first season.,0.85,A,full,DERIVED,Domain 3 fallback rules | Domain 12 degradation table,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D12-EVAL-001,D12,EVAL,no,no,info,PHASE_1_RAW_UNVALIDATED,System performance is being measured or reported,,Use action compliance rate as the primary metric â€” recommended actions completed on time divided by recommended actions issued. Target above 60 percent in season one and above 80 percent by season three. Do not report messages sent or app opens.,"Four decisions worth about Rs 2.85 lakh per acre all depend on doing something at the right time. So system success is whether the farmer acted on time, and that requires a record rather than a model to measure.",None directly. It is the metric that connects advisory to yield.,0.85,B,full,DERIVED,Domain 12 evaluation | Domain 11 economic conversion,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-EVAL-002,D12,EVAL,no,no,info,PHASE_1_RAW_UNVALIDATED,A trigger fired and the predicted event did not follow,,Record it as a false alarm but do not reflexively raise the threshold. For irrecoverable factors a high false alarm rate is the correct trade â€” ten unnecessary drainage inspections cost ten walks; one missed saturation event costs most of the crop.,"For a factor that cannot be recovered, detection after the event has no remedial value, so the trigger must fire on the precondition. The asymmetry between the cost of a false alarm and the cost of a miss justifies a high sensitivity setting.",Protects the largest u-values in the register from being tuned away.,0.8,B,full,DERIVED,Domain 6 trigger-based escalation | Domain 11 irrecoverability count,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-EVAL-003,D12,EVAL,no,no,info,PHASE_1_RAW_UNVALIDATED,The effect of the advisory needs demonstrating,,Compare a new cluster against its own previous season rather than withholding advice from a control group. Withholding is ethically uncomfortable and practically difficult.,A true control group would give the cleanest evidence but requires denying advice to farmers who could benefit. A before-and-after comparison within the same cluster is weaker evidence but avoids that problem and is achievable.,None. Determines whether the product's effect can be demonstrated to partners.,0.7,B,full,EST,Domain 12 control group note,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D12-IMG-002,D12,IMG,no,no,info,PHASE_1_RAW_UNVALIDATED,Image recognition targets are being prioritised,,"Rank central shoot death first at u equals 0.70, then interveinal versus uniform yellowing, then straight-line holes as a safe first technical target because the stakes are low.","Central shoot death is the earliest visible sign of the largest factor, so it has the highest value. Straight-line holes in the whorl are the most visually distinctive pattern in the set and carry only 0.05, which makes them a safe place for a first model that may be wrong.",Directs the modelling effort toward value and away from what is merely easy.,0.75,B,full,DERIVED,Domain 12 image candidates | Domain 11 u-value register,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D12-LANG-001,D12,LANG,no,no,info,PHASE_1_RAW_UNVALIDATED,An advisory is being generated,,Generate both Marathi and English from one structured advisory object. Do not translate one into the other â€” translation loses agricultural terms.,Utalni has no single English equivalent; earthing up loses the root-disturbance element that is the whole mechanism. Vafsa has no English equivalent at all. Generating both from one source keeps them consistent and keeps the terms correct in each.,None directly. Determines whether the advice is understood.,0.82,B,full,DERIVED,Core C12.2 | Domain 12 vocabulary gap,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-LOG-003,D12,LOG,no,no,info,PHASE_1_RAW_UNVALIDATED,Sensor sampling frequency is being configured,,"Scale frequency by stage criticality â€” hourly in G1, G3 and G4, four-hourly in G2 and G5, daily in G0, and hourly at all stages during a rain alert. This is a power management decision as well as an agronomic one.","Saturation damage accrues over hours, so hourly sampling is needed when the crop is sensitive. Battery and LoRa airtime on the sub-node are finite, so uniform high-frequency sampling is not an option.","Affects how early a saturation event is detected, which carries the largest u-value in the register.",0.78,B,full,EST,Domain 3 sensor binding | Core C6.2,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-MOAT-001,D12,MOAT,no,no,info,PHASE_1_RAW_UNVALIDATED,The competitive position is being described,,"Be accurate about what is and is not defensible. The language models are open, the agronomy is published and the hardware is purchasable. The defensible asset is the pairing of that knowledge with this plot's measurements and outcomes over several seasons.","Claiming the knowledge base itself as proprietary would be false â€” every source in Domains 1 to 13 is public. What cannot be copied is a weather bias correction for this village, a crop coefficient series derived here, and sensor readings paired with outcomes from the same plot.",None. Makes the commercial argument survivable under scrutiny.,0.82,B,full,DERIVED,Domain 12 moat analysis,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-MOD-001,D12,MOD,no,no,info,PHASE_1_RAW_UNVALIDATED,Language technology is being selected for seasons 1 and 2,,"Use templated Marathi messages with no model. A template cannot generate wrong advice, which matters more in the first seasons than fluency does.","A generative model can produce a plausible sentence recommending a wrong dose or a blocklisted molecule. A template cannot. With chemical rules, CIB&RC gaps and safety blocks in the rule base, that containment is worth more than natural phrasing.",None. Prevents a failure mode with real safety and legal exposure.,0.85,B,full,DERIVED,Domain 12 language roadmap,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
